Location/Emplacement,Province/Province,Year/Année,Quarter/Trimestre,TLD Monitor Air Kerma/Contrôle kerma de l'air (µGy),TLD Transit Out Air Kerma/Transport dehors kerma de l'air (µGy),TLD Transit Back Air Kerma/Transport de retour kerma de l'air (µGy),OSL Monitor Air Kerma/Contrôle kerma de l'air (µGy),OSL Transit Out Air Kerma/Transport dehors kerma de l'air (µGy),OSL Transit Back Air Kerma/Transport de retour kerma de l'air (µGy),Uncorrected TLD Monitor Air Kerma / Contrôle kerma de l'air non corrigée (µGy),Uncorrected TLD Transit Out Air Kerma / Transport dehors kerma de l'air non corrigée (µGy),Uncorrected TLD Transit Back Air Kerma / Transport de retour kerma de l'air non corrigée (µGy),Station ID/ID de la station
Alert,NU,2008,1,220.409,133.166,118.294,,,,145.243,87.753,77.953,AT1
Alert,NU,2008,2,218.916,118.294,129.263,,,,144.259,77.953,85.18,AT1
Alert,NU,2008,3,282.238,129.263,145.737,,,,185.987,85.18,96.036,AT1
Alert,NU,2008,4,217.255,145.737,100.221,,,,143.165,96.036,66.043,AT1
Alert,NU,2009,1,268.137,100.221,151.341,,,,176.695,66.043,99.73,AT1
Alert,NU,2009,2,227.856,151.341,118.864,,,,150.151,99.73,78.328,AT1
Alert,NU,2010,2,242.211,152.312,153.958,,,,159.61,100.369,101.454,AT1
Alert,NU,2010,3,326.784,153.958,145.231,297.984,148.992,148.992,215.342,101.454,95.703,AT1
Alert,NU,2010,4,258.903,145.231,133.344,219.106,148.992,113.935,170.61,95.703,87.87,AT1
Alert,NU,2011,1,243.684,133.344,148.203,210.342,113.935,131.464,160.581,87.87,97.662,AT1
Alert,NU,2011,2,293.808,148.203,121.893,280.456,131.464,175.285,193.611,97.662,80.324,AT1
Alert,NU,2011,3,281.862,121.893,157.004,236.635,175.285,122.699,185.739,80.324,103.461,AT1
Alert,NU,2011,4,223.883,157.004,132.273,201.578,122.699,87.642,147.532,103.461,87.164,AT1
Alert,NU,2012,1,229.901,132.273,129.789,184.049,87.642,113.935,151.498,87.164,85.528,AT1
Alert,NU,2012,2,215.06,129.789,111.427,227.87,113.935,113.935,141.719,85.528,73.427,AT1
Alert,NU,2012,3,273.381,111.427,105.424,236.635,113.935,96.407,180.15,73.427,69.472,AT1
Alert,NU,2012,4,215.095,105.424,111.841,210.342,96.407,122.699,141.742,69.472,73.7,AT1
Alert,NU,2013,1,231.315,111.841,140.147,236.635,122.699,148.992,152.43,73.7,92.353,AT1
Alert,NU,2013,2,233.781,140.147,130.274,245.399,148.992,,154.055,92.353,85.847,AT1
Alert,NU,2013,3,285.123,130.274,142.686,271.691,,131.464,187.888,85.847,94.026,AT1
Alert,NU,2013,4,233.626,142.686,142.24,262.927,131.464,140.228,153.953,94.026,93.732,AT1
Alert,NU,2014,1,268.497,142.24,,,140.228,,176.932,93.732,,AT1
Alert,NU,2014,2,167.877,,87.129,175.285,,96.407,110.626,,57.415,AT1
Alert,NU,2014,3,,,,271.691,,105.171,,,,AT1
Alert,NU,2014,4,236.751,,106.766,219.106,105.171,105.171,156.012,,70.355,AT1
Alert,NU,2015,1,,,,245.399,105.171,122.699,,,,AT1
Alert,NU,2015,2,,,,,122.699,,,,,AT1
Calgary,AB,2008,1,314.526,98.449,84.948,,,,207.264,64.875,55.978,CY2
Calgary,AB,2008,2,262.698,84.948,97.747,,,,173.11,55.978,64.413,CY2
Calgary,AB,2008,3,301.73,97.747,100.415,,,,198.832,64.413,66.171,CY2
Calgary,AB,2008,4,299.577,100.415,93.849,,,,197.413,66.171,61.844,CY2
Calgary,AB,2009,1,266.512,93.849,89.527,,,,175.624,61.844,58.996,CY2
Calgary,AB,2009,2,298.288,89.527,89.193,,,,196.563,58.996,58.776,CY2
Calgary,AB,2009,3,244.944,89.193,79.906,,,,161.411,58.776,52.656,CY2
Calgary,AB,2009,4,313.07,79.906,117.552,,,,206.304,52.656,77.463,CY2
Calgary,AB,2010,1,299.935,117.552,95.603,,,,197.649,77.463,63,CY2
Calgary,AB,2010,2,302.601,95.603,116.196,,,,199.406,63,76.57,CY2
Calgary,AB,2010,3,310.281,116.196,103.491,262.927,105.171,122.699,204.466,76.57,68.198,CY2
Calgary,AB,2010,4,305.775,103.491,100.103,245.399,122.699,87.642,201.497,68.198,65.965,CY2
Calgary,AB,2011,1,251.299,100.103,111.814,227.87,87.642,78.878,165.599,65.965,73.682,CY2
Calgary,AB,2011,2,309.013,111.814,98.404,280.456,78.878,105.171,203.631,73.682,64.845,CY2
Calgary,AB,2011,3,309.888,98.404,104.853,297.984,105.171,105.171,204.207,64.845,69.095,CY2
Calgary,AB,2011,4,325.633,104.853,122.351,315.513,105.171,122.699,214.583,69.095,80.626,CY2
Calgary,AB,2012,1,285.068,122.351,90.829,227.87,122.699,87.642,187.852,80.626,59.854,CY2
Calgary,AB,2012,2,297.837,90.829,76.442,271.691,87.642,87.642,196.266,59.854,50.373,CY2
Calgary,AB,2012,3,265.036,76.442,83.052,280.456,87.642,78.878,174.651,50.373,54.729,CY2
Calgary,AB,2012,4,277.213,83.052,73.773,262.927,78.878,87.642,182.676,54.729,48.615,CY2
Calgary,AB,2013,1,249.61,73.773,98.557,297.984,87.642,113.935,164.486,48.615,64.946,CY2
Calgary,AB,2013,2,281.977,98.557,80.707,245.399,113.935,96.407,185.815,64.946,53.184,CY2
Calgary,AB,2013,3,286.61,80.707,87.42,306.748,96.407,113.935,188.868,53.184,57.607,CY2
Calgary,AB,2013,4,277.75,87.42,104.089,245.399,113.935,105.171,183.029,57.607,68.592,CY2
Calgary,AB,2014,1,320.77,104.089,72.947,306.748,105.171,96.407,211.378,68.592,48.07,CY2
Calgary,AB,2014,2,217.155,72.947,71.856,227.87,96.407,87.642,143.099,48.07,47.351,CY2
Calgary,AB,2014,3,224.313,71.856,46.334,245.399,87.642,61.35,147.816,47.351,30.533,CY2
Calgary,AB,2014,4,306.246,46.334,81.26,219.106,61.35,96.407,201.808,30.533,53.548,CY2
Calgary,AB,2015,1,,,,245.399,96.407,113.935,,,,CY2
Calgary,AB,2015,2,,,,280.456,113.935,,,,,CY2
Charlottetown,PEI,2008,1,252.094,108.61,85.953,,,,166.123,71.571,56.641,CN1
Charlottetown,PEI,2008,2,264.933,85.953,107.993,,,,174.583,56.641,71.164,CN1
Charlottetown,PEI,2008,3,283.083,107.993,111.537,,,,186.543,71.164,73.5,CN1
Charlottetown,PEI,2008,4,270.632,111.537,78.213,,,,178.339,73.5,51.54,CN1
Charlottetown,PEI,2009,1,245.199,78.213,103.966,,,,161.579,51.54,68.51,CN1
Charlottetown,PEI,2009,2,292.22,103.966,96.771,,,,192.565,68.51,63.77,CN1
Charlottetown,PEI,2009,3,235.217,96.771,93.555,,,,155.002,63.77,61.65,CN1
Charlottetown,PEI,2009,4,299.297,93.555,110.815,,,,197.229,61.65,73.024,CN1
Charlottetown,PEI,2010,1,249.095,110.815,95.825,,,,164.147,73.024,63.146,CN1
Charlottetown,PEI,2010,2,284.423,95.825,122.943,,,,187.427,63.146,81.016,CN1
Charlottetown,PEI,2010,3,289.559,122.943,99.029,280.456,148.992,105.171,190.811,81.016,65.257,CN1
Charlottetown,PEI,2010,4,301.072,99.029,113.671,271.691,105.171,105.171,198.398,65.257,74.906,CN1
Charlottetown,PEI,2011,1,215.726,113.671,93.337,184.049,105.171,96.407,142.157,74.906,61.507,CN1
Charlottetown,PEI,2011,2,310.995,93.337,115.349,297.984,96.407,140.228,204.937,61.507,76.012,CN1
Charlottetown,PEI,2011,3,270.288,115.349,99.32,262.927,140.228,113.935,178.112,76.012,65.449,CN1
Charlottetown,PEI,2011,4,285.876,99.32,106.222,280.456,113.935,105.171,188.384,65.449,69.997,CN1
Charlottetown,PEI,2012,1,244.093,106.222,89.529,245.399,105.171,113.935,160.851,69.997,58.997,CN1
Charlottetown,PEI,2012,2,279.847,89.529,71.753,271.691,113.935,70.114,184.411,58.997,47.283,CN1
Charlottetown,PEI,2012,3,244.71,71.753,78.973,262.927,70.114,78.878,161.257,47.283,52.041,CN1
Charlottetown,PEI,2012,4,250.608,78.973,79.196,254.163,78.878,105.171,165.144,52.041,52.188,CN1
Charlottetown,PEI,2013,1,222.567,79.196,103.42,227.87,105.171,122.699,146.666,52.188,68.151,CN1
Charlottetown,PEI,2013,2,247.757,103.42,82.341,254.163,122.699,87.642,163.265,68.151,54.26,CN1
Charlottetown,PEI,2013,3,282.738,82.341,104.75,306.748,87.642,131.464,186.317,54.26,69.027,CN1
Charlottetown,PEI,2013,4,251.824,104.75,101.827,271.691,131.464,113.935,165.945,69.027,67.101,CN1
Charlottetown,PEI,2014,1,254.468,101.827,62.471,201.578,113.935,96.407,167.687,67.101,41.167,CN1
Charlottetown,PEI,2014,2,191.511,62.471,62.978,192.813,96.407,105.171,126.201,41.167,41.501,CN1
Charlottetown,PEI,2014,3,212.734,62.978,60.032,192.813,105.171,52.585,140.186,41.501,39.559,CN1
Charlottetown,PEI,2014,4,,,,,52.585,,,,,CN1
Charlottetown,PEI,2015,1,,,,,,131.464,,,,CN1
Charlottetown,PEI,2015,2,,,,262.927,131.464,,,,,CN1
Churchill,MB,2008,1,225.262,88.25,79.114,,,,148.441,58.154,52.134,CL1
Churchill,MB,2008,2,215.509,79.114,82.301,,,,142.014,52.134,54.234,CL1
Churchill,MB,2008,3,281.502,82.301,118.418,,,,185.502,54.234,78.034,CL1
Churchill,MB,2008,4,194.835,118.418,86.417,,,,128.391,78.034,56.947,CL1
Churchill,MB,2009,1,219.731,86.417,99.354,,,,144.796,56.947,65.472,CL1
Churchill,MB,2009,2,215.179,99.354,97.902,,,,141.797,65.472,64.514,CL1
Churchill,MB,2009,3,255.346,97.902,99.419,,,,168.266,64.514,65.514,CL1
Churchill,MB,2009,4,266.783,99.419,110.94,,,,175.802,65.514,73.106,CL1
Churchill,MB,2010,2,220.018,100.408,114.649,,,,144.986,66.166,75.551,CL1
Churchill,MB,2010,3,284.969,114.649,102.962,271.691,140.228,131.464,187.787,75.551,67.849,CL1
Churchill,MB,2010,4,288.434,102.962,121.706,210.342,131.464,96.407,190.07,67.849,80.201,CL1
Churchill,MB,2011,1,207.713,121.706,80.38,210.342,96.407,87.642,136.877,80.201,52.968,CL1
Churchill,MB,2011,2,276.103,80.38,124.565,254.163,87.642,140.228,181.944,52.968,82.085,CL1
Churchill,MB,2011,3,278.269,124.565,138.861,289.22,140.228,148.992,183.372,82.085,91.505,CL1
Churchill,MB,2011,4,269.031,138.861,138.138,254.163,148.992,140.228,177.284,91.505,91.029,CL1
Churchill,MB,2012,1,219.851,138.138,99.275,245.399,140.228,87.642,144.876,91.029,65.419,CL1
Churchill,MB,2012,2,221.523,99.275,80.921,245.399,87.642,96.407,145.977,65.419,53.325,CL1
Churchill,MB,2012,3,255.27,80.921,115.999,271.691,96.407,122.699,168.216,53.325,76.44,CL1
Churchill,MB,2012,4,243.806,115.999,128.682,227.87,122.699,105.171,160.661,76.44,84.798,CL1
Churchill,MB,2013,1,223.886,128.682,95.138,219.106,105.171,105.171,147.535,84.798,62.694,CL1
Churchill,MB,2013,2,211.262,95.138,91.012,201.578,105.171,87.642,139.216,62.694,59.975,CL1
Churchill,MB,2013,3,,,,,87.642,,,,,CL1
Churchill,MB,2013,4,229.321,,101.471,254.163,,122.699,151.116,,66.866,CL1
Churchill,MB,2014,1,283.169,101.471,88.321,271.691,122.699,105.171,186.6,66.866,58.201,CL1
Churchill,MB,2014,2,182.277,88.321,67.664,201.578,105.171,105.171,120.115,58.201,44.588,CL1
Churchill,MB,2014,3,191.245,67.664,57.918,175.285,105.171,70.114,126.025,44.588,38.166,CL1
Churchill,MB,2014,4,274.817,57.918,84.563,192.813,70.114,87.642,181.097,38.166,55.725,CL1
Churchill,MB,2015,1,,,,262.927,87.642,131.464,,,,CL1
Churchill,MB,2015,2,,,,,131.464,,,,,CL1
Coral Harbour,NU,2008,1,195.98,111.795,87.16,,,,129.146,73.67,57.436,CR1
Coral Harbour,NU,2008,2,173.071,87.16,90.322,,,,114.049,57.436,59.519,CR1
Coral Harbour,NU,2008,3,213.475,90.322,113.123,,,,140.674,59.519,74.545,CR1
Coral Harbour,NU,2008,4,210.079,113.123,98.414,,,,138.436,74.545,64.852,CR1
Coral Harbour,NU,2009,1,208.73,98.414,113.722,,,,137.547,64.852,74.94,CR1
Coral Harbour,NU,2009,2,312.713,113.722,131.948,,,,206.069,74.94,86.95,CR1
Coral Harbour,NU,2009,3,207.196,131.948,106.082,,,,136.536,86.95,69.905,CR1
Coral Harbour,NU,2010,3,232.324,121.976,116.332,210.342,140.228,105.171,153.095,80.378,76.66,CR1
Coral Harbour,NU,2010,4,209.597,116.332,113.31,192.813,105.171,122.699,138.118,76.66,74.668,CR1
Coral Harbour,NU,2011,1,201.078,113.31,92.777,184.049,122.699,78.878,132.505,74.668,61.137,CR1
Coral Harbour,NU,2011,2,192.543,92.777,101.148,175.285,78.878,105.171,126.881,61.137,66.654,CR1
Coral Harbour,NU,2011,3,,,,,105.171,,,,,CR1
Coral Harbour,NU,2012,3,173.279,,85.426,175.285,,78.878,114.186,,56.293,CR1
Coral Harbour,NU,2012,4,196.938,85.426,80.22,157.756,78.878,96.407,129.777,56.293,52.863,CR1
Coral Harbour,NU,2013,1,184.025,80.22,102.903,201.578,96.407,96.407,121.267,52.863,67.81,CR1
Coral Harbour,NU,2013,2,192.214,102.903,111.257,210.342,96.407,,126.664,67.81,73.315,CR1
Coral Harbour,NU,2013,3,181.391,111.257,87.504,192.813,,96.407,119.531,73.315,57.663,CR1
Coral Harbour,NU,2013,4,,,,,96.407,,,,,CR1
Coral Harbour,NU,2014,4,199.509,,94.257,201.578,,78.878,131.471,,62.113,CR1
Coral Harbour,NU,2015,1,,,,,78.878,,,,,CR1
Digby,NS,2008,1,284.164,96.569,93.948,,,,187.256,63.636,61.909,LE7
Digby,NS,2008,2,271.532,93.948,102.208,,,,178.932,61.909,67.352,LE7
Digby,NS,2008,3,276.453,102.208,93.869,,,,182.175,67.352,61.857,LE7
Digby,NS,2008,4,264.203,93.869,68.626,,,,174.102,61.857,45.223,LE7
Digby,NS,2009,1,293.365,68.626,97.592,,,,193.319,45.223,64.311,LE7
Digby,NS,2009,2,306.936,97.592,103.684,,,,202.262,64.311,68.325,LE7
Digby,NS,2009,3,252.297,103.684,86.311,,,,166.257,68.325,56.876,LE7
Digby,NS,2009,4,312.693,86.311,116.309,,,,206.056,56.876,76.645,LE7
Digby,NS,2010,1,306.47,116.309,96.406,,,,201.955,76.645,63.529,LE7
Digby,NS,2010,2,291.263,96.406,,,,,191.934,63.529,,LE7
Digby,NS,2010,3,289.217,,111.299,350.57,,96.407,190.586,,73.343,LE7
Digby,NS,2010,4,308.262,111.299,114.831,297.984,96.407,113.935,203.136,73.343,75.67,LE7
Digby,NS,2011,1,268.751,114.831,80.649,341.805,113.935,96.407,177.099,75.67,53.145,LE7
Digby,NS,2011,2,272.894,80.649,85.587,289.22,96.407,122.699,179.83,53.145,56.4,LE7
Digby,NS,2011,3,303.131,85.587,116.299,333.041,122.699,113.935,199.755,56.4,76.638,LE7
Digby,NS,2011,4,293.284,116.299,103.792,315.513,113.935,113.935,193.266,76.638,68.396,LE7
Digby,NS,2012,1,275.886,103.792,91.866,306.748,113.935,87.642,181.801,68.396,60.537,LE7
Digby,NS,2012,2,275.158,91.866,76.547,315.513,87.642,70.114,181.322,60.537,50.442,LE7
Digby,NS,2012,3,247.322,76.547,84.177,324.277,70.114,96.407,162.979,50.442,55.471,LE7
Digby,NS,2012,4,,,,280.456,96.407,113.935,,,,LE7
Digby,NS,2013,1,298.99,120.849,117.061,324.277,113.935,113.935,197.026,79.636,77.14,LE7
Digby,NS,2013,2,295.614,117.061,92.4,306.748,113.935,113.935,194.801,77.14,60.889,LE7
Digby,NS,2013,3,271.781,92.4,82.812,324.277,113.935,122.699,179.096,60.889,54.571,LE7
Digby,NS,2013,4,288.675,82.812,135.814,333.041,122.699,166.521,190.229,54.571,89.497,LE7
Digby,NS,2014,1,337.024,135.814,70.081,,,,222.09,89.497,46.181,LE7
Digby,NS,2014,2,206.671,70.081,57.497,219.106,78.878,140.228,136.19,46.181,37.889,LE7
Digby,NS,2014,3,196.841,57.497,47.136,297.984,140.228,70.114,129.713,37.889,31.061,LE7
Digby,NS,2014,4,279.868,47.136,93.024,289.22,70.114,96.407,184.425,31.061,61.3,LE7
Digby,NS,2015,1,,,,271.691,96.407,157.756,,,,LE7
Digby,NS,2015,2,,,,324.277,157.756,,,,,LE7
Edmonton,AB,2008,1,333.339,99.406,99.762,,,,219.661,65.506,65.741,EN1
Edmonton,AB,2008,2,267.119,99.762,94.281,,,,176.024,65.741,62.129,EN1
Edmonton,AB,2008,3,273.606,94.281,96.791,,,,180.299,62.129,63.782,EN1
Edmonton,AB,2008,4,314.764,96.791,94.155,,,,207.42,63.782,62.045,EN1
Edmonton,AB,2009,1,318.967,94.155,107.644,,,,210.19,62.045,70.934,EN1
Edmonton,AB,2009,2,288.809,107.644,88.332,,,,190.317,70.934,58.208,EN1
Edmonton,AB,2009,3,253.439,88.332,92.36,,,,167.009,58.208,60.862,EN1
Edmonton,AB,2009,4,347.958,92.36,129.926,,,,229.295,60.862,85.618,EN1
Edmonton,AB,2010,1,322.728,129.926,105.751,,,,212.669,85.618,69.687,EN1
Edmonton,AB,2010,2,303.408,105.751,119.277,,,,199.938,69.687,78.6,EN1
Edmonton,AB,2010,3,291.642,119.277,95.368,306.748,157.756,105.171,192.184,78.6,62.845,EN1
Edmonton,AB,2010,4,310.745,95.368,103.756,254.163,105.171,87.642,204.772,62.845,68.373,EN1
Edmonton,AB,2011,1,242.977,103.756,105.389,271.691,87.642,78.878,160.115,68.373,69.448,EN1
Edmonton,AB,2011,2,299.019,105.389,99.684,280.456,78.878,113.935,197.045,69.448,65.689,EN1
Edmonton,AB,2011,3,303.779,99.684,114.108,306.748,113.935,113.935,200.182,65.689,75.194,EN1
Edmonton,AB,2011,4,309.313,114.108,116.631,333.041,113.935,113.935,203.828,75.194,76.856,EN1
Edmonton,AB,2012,1,339.071,116.631,107.177,333.041,113.935,113.935,223.438,76.856,70.626,EN1
Edmonton,AB,2012,2,281.661,107.177,72.562,262.927,113.935,96.407,185.607,70.626,47.817,EN1
Edmonton,AB,2012,3,249.068,72.562,89.363,280.456,96.407,70.114,164.129,47.817,58.888,EN1
Edmonton,AB,2012,4,303.658,89.363,93.358,280.456,70.114,113.935,200.102,58.888,61.52,EN1
Edmonton,AB,2013,1,266.946,93.358,114.27,262.927,113.935,140.228,175.91,61.52,75.301,EN1
Edmonton,AB,2013,2,240.035,114.27,74.907,271.691,140.228,78.878,158.176,75.301,49.362,EN1
Edmonton,AB,2013,3,276.551,74.907,90.955,306.748,78.878,131.464,182.239,49.362,59.937,EN1
Edmonton,AB,2013,4,270.087,90.955,97.996,280.456,131.464,122.699,177.98,59.937,64.577,EN1
Edmonton,AB,2014,1,328.875,97.996,80.582,324.277,122.699,70.114,216.72,64.577,53.101,EN1
Edmonton,AB,2014,2,205.782,80.582,53.19,227.87,70.114,87.642,135.605,53.101,35.05,EN1
Edmonton,AB,2014,3,226.852,53.19,47.14,245.399,87.642,52.585,149.489,35.05,31.064,EN1
Edmonton,AB,2014,4,308.612,47.14,91.076,262.927,52.585,113.935,203.367,31.064,60.017,EN1
Edmonton,AB,2015,1,,,,306.748,113.935,148.992,,,,EN1
Edmonton,AB,2015,2,,,,297.984,148.992,,,,,EN1
Gentilly,QC,2008,1,234.763,126.264,205.23,,,,154.702,83.204,135.241,GE10
Gentilly,QC,2008,2,337.663,205.23,179.108,,,,222.51,135.241,118.027,GE10
Gentilly,QC,2008,3,379.418,179.108,267.886,,,,250.026,118.027,176.529,GE10
Gentilly,QC,2008,4,417.437,267.886,99.786,,,,275.079,176.529,65.756,GE10
Gentilly,QC,2009,1,221.298,99.786,96.73,,,,145.829,65.756,63.743,GE10
Gentilly,QC,2009,2,280.762,96.73,96.845,,,,185.014,63.743,63.818,GE10
Gentilly,QC,2009,3,243.484,96.845,106.191,,,,160.449,63.818,69.977,GE10
Gentilly,QC,2009,4,315.527,106.191,169.412,,,,207.924,69.977,111.637,GE10
Gentilly,QC,2010,1,313.129,169.412,95.693,,,,206.343,111.637,63.059,GE10
Gentilly,QC,2010,2,254.591,95.693,119.555,,,,167.768,63.059,78.784,GE10
Gentilly,QC,2010,3,264.253,119.555,100.857,280.456,131.464,113.935,174.136,78.784,66.462,GE10
Gentilly,QC,2010,4,255.888,100.857,107.576,245.399,113.935,96.407,168.623,66.462,70.889,GE10
Gentilly,QC,2011,1,221.527,107.576,81.478,192.813,96.407,87.642,145.98,70.889,53.692,GE10
Gentilly,QC,2011,2,254.348,81.478,90.951,236.635,87.642,113.935,167.608,53.692,59.934,GE10
Gentilly,QC,2011,3,264.822,90.951,101.248,254.163,113.935,122.699,174.51,59.934,66.72,GE10
Gentilly,QC,2011,4,262.914,101.248,95.235,262.927,122.699,105.171,173.253,66.72,62.757,GE10
Gentilly,QC,2012,1,243.236,95.235,149.226,271.691,105.171,131.464,160.286,62.757,98.336,GE10
Gentilly,QC,2012,2,282.72,149.226,67.278,289.22,131.464,78.878,186.305,98.336,44.334,GE10
Gentilly,QC,2012,3,239.462,67.278,102.748,210.342,78.878,96.407,157.799,44.334,67.708,GE10
Gentilly,QC,2012,4,280.35,102.748,91.084,254.163,96.407,105.171,184.743,67.708,60.022,GE10
Gentilly,QC,2013,1,235.255,91.084,104.602,236.635,105.171,148.992,155.026,60.022,68.93,GE10
Gentilly,QC,2013,2,252.063,104.602,95.016,254.163,148.992,87.642,166.103,68.93,62.613,GE10
Gentilly,QC,2013,3,256.756,95.016,92.832,306.748,87.642,87.642,169.195,62.613,61.174,GE10
Gentilly,QC,2013,4,251.373,92.832,114.041,297.984,87.642,122.699,165.648,61.174,75.15,GE10
Gentilly,QC,2014,1,300.454,114.041,149.788,,,,197.991,75.15,98.706,GE10
Gentilly,QC,2014,2,330.135,149.788,160.561,,,,217.549,98.706,105.805,GE10
Gentilly,QC,2014,3,198.727,160.561,86.513,254.163,,96.407,130.956,105.805,57.01,GE10
Gentilly,QC,2014,4,239.19,86.513,78.524,236.635,96.407,96.407,157.62,57.01,51.745,GE10
Gentilly,QC,2015,1,,,,254.163,96.407,157.756,,,,GE10
Gentilly,QC,2015,2,,,,289.22,157.756,,,,,GE10
Gentilly,QC,2008,1,229.815,93.629,129.908,,,,151.441,61.699,85.606,GE4
Gentilly,QC,2008,2,207.53,129.908,89.954,,,,136.756,85.606,59.277,GE4
Gentilly,QC,2008,3,219.496,89.954,115.523,,,,144.642,59.277,76.127,GE4
Gentilly,QC,2008,4,193.008,115.523,86.144,,,,127.187,76.127,56.767,GE4
Gentilly,QC,2009,1,207.369,86.144,101.541,,,,136.651,56.767,66.913,GE4
Gentilly,QC,2009,2,240.777,101.541,102.984,,,,158.665,66.913,67.864,GE4
Gentilly,QC,2009,3,213.557,102.984,95.45,,,,140.728,67.864,62.899,GE4
Gentilly,QC,2009,4,245.268,95.45,119.108,,,,161.625,62.899,78.489,GE4
Gentilly,QC,2010,1,255.006,119.108,121.151,,,,168.041,78.489,79.835,GE4
Gentilly,QC,2010,2,209.169,121.151,117.373,,,,137.836,79.835,77.346,GE4
Gentilly,QC,2010,3,234.525,117.373,102.566,254.163,148.992,105.171,154.546,77.346,67.588,GE4
Gentilly,QC,2010,4,245.723,102.566,105.571,201.578,105.171,96.407,161.925,67.588,69.569,GE4
Gentilly,QC,2011,1,201.807,105.571,75.683,192.813,96.407,105.171,132.985,69.569,49.873,GE4
Gentilly,QC,2011,2,188.949,75.683,267.601,245.399,105.171,368.098,124.512,49.873,176.342,GE4
Gentilly,QC,2011,3,407.305,267.601,98.047,508.326,368.098,105.171,268.402,176.342,64.61,GE4
Gentilly,QC,2011,4,240.784,98.047,99.004,184.049,105.171,113.935,158.67,64.61,65.241,GE4
Gentilly,QC,2012,1,212.007,99.004,116.545,219.106,113.935,113.935,139.707,65.241,76.8,GE4
Gentilly,QC,2012,2,210.818,116.545,68.458,227.87,113.935,87.642,138.923,76.8,45.112,GE4
Gentilly,QC,2012,3,182.414,68.458,70.041,201.578,87.642,96.407,120.206,45.112,46.155,GE4
